agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
petersburg-area-transit-2441,Flex,F,48.5,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
sierra-madre-gateway-coach,Sierra Madre Gateway Coach,F,48.5,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
sierra-madre-gateway-coach-829,Sierra Madre Gateway Coach,F,48.5,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
southwest-point,SouthWest POINT,F,48.5,2026-07-04,stale,-1815,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
wahkiakum-ferry,Wahkiakum Ferry,F,48.5,2026-07-04,stale,-976,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
wahkiakum-ferry-604,Wahkiakum Ferry,F,48.5,2026-07-04,stale,-976,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-sierra-vista,City of Sierra Vista,F,48.6,2026-07-04,stale,-2742,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
university-of-michigan-transit-services,University of Michigan Transit Services,F,48.6,2026-07-04,stale,-1526,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
utrans,UTrans,F,48.6,2026-07-04,stale,-398,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
utrans-123,UTrans,F,48.6,2026-07-04,stale,-398,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
butte-silver-bow,Butte-Silver Bow,F,48.7,2026-07-04,stale,-1951,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
butte-silver-bow-291,Butte-Silver Bow,F,48.7,2026-07-04,stale,-1951,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
san-miguel-authority-for-regional-transportation-smart,San Miguel Authority for Regional Transportation (SMART),F,48.7,2026-07-04,stale,-1191,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
san-miguel-authority-for-regional-transportation-smart-811,San Miguel Authority for Regional Transportation (SMART),F,48.7,2026-07-04,stale,-1191,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
homage-d-arling-direct,Homage: DʼArling Direct,F,48.8,2026-07-04,stale,-369,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
huntington-park-express-2648,Huntington Park Express,F,48.8,2026-07-04,lapsed,-34,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-glendale,City of Glendale,F,49.1,2026-07-04,stale,-1403,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
glendale-beeline,Glendale Beeline,F,49.1,2026-07-04,stale,-1403,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
metro-rock-island-county-metropolitan-mass-transit-district,Metro Rock Island County Metropolitan Mass Transit District,F,49.1,2026-07-04,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.
collier-area-transit-cat-2259,Collier Area Transit (CAT),F,49.2,2026-07-04,expiring_soon,15,yes,Service data expires in 15 day(s),Re-export with a validity window that reaches at least 60 days out.
shore-transit-3149,Shore Transit,F,49.2,2026-07-04,lapsed,-43,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
morro-bay-transit,Morro Bay Transit,F,49.3,2026-07-04,stale,-1723,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
morro-bay-transit-45,Morro Bay Transit,F,49.3,2026-07-04,stale,-1723,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
avon-transit,Avon Transit,F,49.4,2026-07-04,stale,-447,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
avon-transit-218,Avon Transit,F,49.4,2026-07-04,stale,-447,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
groome-transportation-colorado-springs-shuttle,Groome Transportation - Colorado Springs Shuttle,F,49.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
groome-transportation-colorado-springs-shuttle-168,Groome Transportation - Colorado Springs Shuttle,F,49.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
minnesota-valley-transit-authority-mvta,Minnesota Valley Transit Authority (MVTA),F,49.4,2026-07-04,current,36,yes,Service data expires in 36 day(s),Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
sandia-shuttle,Sandia Shuttle,F,49.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
sandia-shuttle-167,Sandia Shuttle,F,49.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
sonoma-county-airport-express,Sonoma County Airport Express,F,49.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
sonoma-county-airport-express-66,Sonoma County Airport Express,F,49.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bell-gardens-trolley,Bell Gardens Trolley,F,49.6,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cascade-point,Cascade POINT,F,49.6,2026-07-04,stale,-1815,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
charm-city-circulator,Charm City Circulator,F,49.6,2026-07-04,stale,-1587,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lake-county-connection,Lake County Connection,F,49.6,2026-07-04,stale,-2266,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
glenn-transit-service-2207,Glenn Transit Service,F,49.7,2026-07-04,stale,-429,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
merrimack-valley-regional-transit-authority-mvrta,Merrimack Valley Regional Transit Authority (MVRTA),F,49.7,2026-07-04,expiring_soon,2,yes,Service data expires in 2 day(s),Re-export with a validity window that reaches at least 60 days out.
bethesda-circulator,Bethesda Circulator,F,49.9,2026-07-04,stale,-641,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
express-arrow,Express Arrow,F,49.9,2026-07-04,stale,-824,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
express-arrow-460,Express Arrow,F,49.9,2026-07-04,stale,-824,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
university-of-montana-udash,University of Montana (UDASH),F,49.9,2026-07-04,stale,-784,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
